年份,省份,城市,省份代码,城市代码,胡焕庸线,地区生产总值(万元),人均地区生产总值(元),户籍人口(万人),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元)
2004,湖北省,鄂州市,420000,420700,东南侧,1419200,13519,105.32,14.68,48000,31815,14,129497,9190.7
2005,湖北省,鄂州市,420000,420700,东南侧,1469700,13908,104.32,15.06,53460,26000,14,148589,10275.86
2006,湖北省,鄂州市,420000,420700,东南侧,1683300,16367,106.44,15.36,70000,28200,15,174705,11501.32
2007,湖北省,鄂州市,420000,420700,东南侧,2087073,20263,107.01,14.8,80285,19000,7,130979,19148.98
2008,湖北省,鄂州市,420000,420700,东南侧,2697900,26142,106.82,15.39,90388,11900,15,240474,16182.64
2009,湖北省,鄂州市,420000,420700,东南侧,3237121,31310,107.24,16.74,90597,12100,16,205066,12721.22
2010,湖北省,鄂州市,420000,420700,东南侧,3952900,37943,108.46,18.22,100761,13000,18,247902,13818.39
2011,湖北省,鄂州市,420000,420700,东南侧,4908900,46756,109.4,18.99,104068,13233,19,484876,26040.6
2012,湖北省,鄂州市,420000,420700,东南侧,5603900,53192,109.4,20,105896,13035,20,551449,27544.91
2013,湖北省,鄂州市,420000,420700,东南侧,6309400,57358,109.8,20.4,105880,9300,20,592551,29627.55
2014,湖北省,鄂州市,420000,420700,东南侧,6866400,64851,110.2,20.82,101033,2598,20,694108,34041.59
2015,湖北省,鄂州市,420000,420700,东南侧,7300100,68921,110.29,21.551,108535,3410,21,776734,37215
2016,湖北省,鄂州市,420000,420700,东南侧,7978200,74983,111,22.094,110925,3519,22,892566,41189
2017,湖北省,鄂州市,420000,420700,东南侧,9059200,84452,111,22.162,114577,7994,21,984153,46920
2018,湖北省,鄂州市,420000,420700,东南侧,10053000,93317,111,22.582,127675,7798,21,1096931,51741
2019,湖北省,鄂州市,420000,420700,东南侧,11400000,106678,112,23.336,129665,8784,22,1221004,56038
2020,湖北省,鄂州市,420000,420700,东南侧,10050000,93986,,23.29,,,8,660276,82032
2021,湖北省,鄂州市,420000,420700,东南侧,11620000,107968,112,,,,8,678649,89871
2022,湖北省,鄂州市,420000,420700,东南侧,12650000,118133,110,7.796,,,7,630378,
2023,湖北省,鄂州市,420000,420700,东南侧,12660000,118133,,,,,,,
2024,湖北省,鄂州市,420000,420700,东南侧,13410000,125063,,,,,,,
2000,湖北省,荆门市,420000,420800,东南侧,2482213,,298.8,25.53,,15100,26,176489,6921
2001,湖北省,荆门市,420000,420800,东南侧,2712200,9075,299.01,21.88,,15044,22,166194,7540.56
2002,湖北省,荆门市,420000,420800,东南侧,2934604,9790,300.53,20.98,114601,15410,20,176353,8765.06
2003,湖北省,荆门市,420000,420800,东南侧,3275115,10896,300.6,21.2,174068,14278,20,191291,9598.14
2004,湖北省,荆门市,420000,420800,东南侧,3794609,12660,298.4,22.32,183475,13985,20,209063,10453.15
2005,湖北省,荆门市,420000,420800,东南侧,3102908,10650,291.07,22.44,183525,14982,21,238934,11570.65
2006,湖北省,荆门市,420000,420800,东南侧,3487304,11903,294.89,22.29,181502,13256,20,266255,12988.05
2007,湖北省,荆门市,420000,420800,东南侧,4200794,14157,298.57,24.57,183596,13333,17,296564,17202.09
2008,湖北省,荆门市,420000,420800,东南侧,5203600,18309,300.11,26.85,124700,17083,17,354510,20327.41
2009,湖北省,荆门市,420000,420800,东南侧,6000969,21074,301.05,28.62,136150,17529,18,418631,23426.47
2010,湖北省,荆门市,420000,420800,东南侧,7300700,25509,300.4,31.44,261820,17707,18,501070,28055.43
2011,湖北省,荆门市,420000,420800,东南侧,9425900,32765,301.9,37.51,295308,17523,35,905846,26015.11
2012,湖北省,荆门市,420000,420800,东南侧,10852600,37649,302.3,36.5,326720,17969,36,1037448,29174.58
2013,湖北省,荆门市,420000,420800,东南侧,12026100,39954,300.8,38.1,368243,17831,36,1131899,31019.43
2014,湖北省,荆门市,420000,420800,东南侧,13105900,45378,300.3,38.296,369910,11017,36,1298431,35967.62
2015,湖北省,荆门市,420000,420800,东南侧,13884600,48000,299.09,38.692,372529,13035,38,1491300,39516
2016,湖北省,荆门市,420000,420800,东南侧,15210000,52470,300,39.484,379610,12463,37,1615868,43245
2017,湖北省,荆门市,420000,420800,东南侧,16641700,57357,294,39.69,387202,15388,38,1827057,48129
2018,湖北省,荆门市,420000,420800,东南侧,18478900,63742,293,40.707,414444,17987,37,1949682,52376
2019,湖北省,荆门市,420000,420800,东南侧,20340000,70203,291,41.35,466822,15948,38,2222257,55899
2020,湖北省,荆门市,420000,420800,东南侧,19060000,70162,,41.02,,,22,1840782,83218
2021,湖北省,荆门市,420000,420800,东南侧,21210000,83441,286,,,,20,1730303,87463
2022,湖北省,荆门市,420000,420800,东南侧,22010000,86407,284,20.263,,,20,1756599,
2023,湖北省,荆门市,420000,420800,东南侧,22720000,89150,,,,,,,
2024,湖北省,荆门市,420000,420800,东南侧,24600000,96445,,,,,,,
2000,湖北省,孝感市,420000,420900,东南侧,2625108,,499.56,34.42,,17800,33,204265,6114
2001,湖北省,孝感市,420000,420900,东南侧,2878000,5708,505.32,32.56,,16300,32,212208,6728.22
2002,湖北省,孝感市,420000,420900,东南侧,3140600,6209,506.3,34.1,460200,14386,33,244940,7479.08
2003,湖北省,孝感市,420000,420900,东南侧,3435500,6812,508.91,34.88,426250,24632,33,265767,8017.1
2004,湖北省,孝感市,420000,420900,东南侧,3812900,7505,507.2,36.25,434520,25147,35,307550,8764.61
2005,湖北省,孝感市,420000,420900,东南侧,3602300,7660,506.01,38.27,438560,25810,36,343678,9449.49
2006,湖北省,孝感市,420000,420900,东南侧,4041503,8662,514.65,40.47,442507,26481,38,409049,10630.17
2007,湖北省,孝感市,420000,420900,东南侧,4808000,8828,516.76,45.88,458831,28467,32,468198,14437.19
2008,湖北省,孝感市,420000,420900,东南侧,5930600,12698,525.06,50.96,476542,29762,40,655433,16280
2009,湖北省,孝感市,420000,420900,东南侧,6728800,14366,528.73,55.37,497863,26438,41,678435,16490.88
2010,湖北省,孝感市,420000,420900,东南侧,8006700,16630,531.05,59.71,536886,21400,57,1214572,21470.25
2011,湖北省,孝感市,420000,420900,东南侧,9581600,19880,528.9,65.38,585206,31849,62,1593410,25523.15
2012,湖北省,孝感市,420000,420900,东南侧,11051600,20934,526.9,70.9,595505,33963,67,1896221,28179.83
2013,湖北省,孝感市,420000,420900,东南侧,12389300,23509,527.4,79.7,639125,32374,74,2353713,31601.95
2014,湖北省,孝感市,420000,420900,东南侧,13547200,27891,525.7,80.618,644877,22553,75,2683302,35649.02
2015,湖北省,孝感市,420000,420900,东南侧,14572000,29924,526.48,81.513,702916,27610,76,2999232,39315
2016,湖北省,孝感市,420000,420900,东南侧,15766900,32236,523,82.594,722916,25765,78,3325691,42666
2017,湖北省,孝感市,420000,420900,东南侧,17422300,35486,519,83.415,1493885,26693,80,3588190,45100
2018,湖北省,孝感市,420000,420900,东南侧,19129000,38900,518,83.947,435558,15007,80,3870851,48481
2019,湖北省,孝感市,420000,420900,东南侧,23010000,46772,515,83.98,706570,25329,81,4190649,51904
2020,湖北省,孝感市,420000,420900,东南侧,21940000,51367,,84.4,,,32,2291200,71857
2021,湖北省,孝感市,420000,420900,东南侧,25620000,60556,504,,,,35,2654551,78903
2022,湖北省,孝感市,420000,420900,东南侧,27770000,66299,500,34.604,,,35,2861458,
2023,湖北省,孝感市,420000,420900,东南侧,29200000,69873,,,,,,,
2024,湖北省,孝感市,420000,420900,东南侧,32590000,78108,,,,,,,
2000,湖北省,荆州市,420000,421000,东南侧,3015435,,643.22,47.68,,25896,47,289926,6148
2001,湖北省,荆州市,420000,421000,东南侧,3300000,5122,645.45,42.52,,29017,42,291315,6906.47
2002,湖北省,荆州市,420000,421000,东南侧,3591000,5652,647.52,38.97,313811,40814,38,295778,7775.45
2003,湖北省,荆州市,420000,421000,东南侧,3899800,6136,647.8,39.64,316480,45324,38,320043,8507.26
2004,湖北省,荆州市,420000,421000,东南侧,4300200,6766,640.11,40.91,287302,44539,38,352474,9263.44
2005,湖北省,荆州市,420000,421000,东南侧,3930400,6158,641.3,41.41,297050,46339,38,374087,9744.39
2006,湖北省,荆州市,420000,421000,东南侧,4380700,6802,647.1,36.35,315800,45192,34,385313,11279.65
2007,湖北省,荆州市,420000,421000,东南侧,5196300,8001,651.77,36.89,328300,44015,34,493234,14451.63
2008,湖北省,荆州市,420000,421000,东南侧,6239800,9554,658.5,36.69,339681,49374,34,553601,16239.4
2009,湖北省,荆州市,420000,421000,东南侧,7095800,10962,662.05,38.68,315436,50874,36,680317,18897.69
2010,湖北省,荆州市,420000,421000,东南侧,8371000,14707,658.17,42.72,360124,54222,28,688860,24567.05
2011,湖北省,荆州市,420000,421000,东南侧,10431100,18288,662.7,34.42,488400,56200,34,863548,25052.16
2012,湖北省,荆州市,420000,421000,东南侧,11960200,20912,663.3,36.7,602200,56483,32,990821,31177.5
2013,湖北省,荆州市,420000,421000,东南侧,13349300,20196,661,41.6,716300,57808,36,1292658,36027.26
2014,湖北省,荆州市,420000,421000,东南侧,14804900,25774,658.5,43.27,967800,56424,37,1561577,41742.23
2015,湖北省,荆州市,420000,421000,东南侧,15905000,27875,643.19,42.78,420395,36200,37,1703899,39565
2016,湖北省,荆州市,420000,421000,东南侧,17267500,30305,646,42.412,1135300,23595,37,1877784,43111
2017,湖北省,荆州市,420000,421000,东南侧,19221800,33902,642,40.973,1314900,33639,35,1995553,56499
2018,湖北省,荆州市,420000,421000,东南侧,20821800,37247,641,37.709,1520500,40700,32,2042437,63569
2019,湖北省,荆州市,420000,421000,东南侧,25160000,45097,637,37.737,1612794,48059,34,2288618,67213
2020,湖北省,荆州市,420000,421000,东南侧,23690000,44143,,37.447,,,37,2259456,61734
2021,湖北省,荆州市,420000,421000,东南侧,27160000,52735,628,35.368,,,34,2708186,79632
2022,湖北省,荆州市,420000,421000,东南侧,30090000,58577,625,35.614,,,34,2767949,
2023,湖北省,荆州市,420000,421000,东南侧,31510000,61369,,,,,,,
2024,湖北省,荆州市,420000,421000,东南侧,35060000,68350,,,,,,,
2000,湖北省,黄冈市,420000,421100,东南侧,3203296,,726.7,35.87,,13750,35,219433,6316
2001,湖北省,黄冈市,420000,421100,东南侧,3430456,4787,722.73,33.94,,15810,33,223968,6813.75
2002,湖北省,黄冈市,420000,421100,东南侧,3622700,5008,724,30.87,313100,21041,30,229136,7554.76
2003,湖北省,黄冈市,420000,421100,东南侧,3872350,5343,724.7,31.87,329524,22552,30,242415,7950.64
2004,湖北省,黄冈市,420000,421100,东南侧,4323957,5960,726.34,33.23,329879,23518,32,265487,8348.65
2005,湖北省,黄冈市,420000,421100,东南侧,3485600,4799,726.3,33.44,133477,26500,32,293546,9265.97
2006,湖北省,黄冈市,420000,421100,东南侧,3911900,5376,728.94,32.79,264758,24441,31,316062,10295.18
2007,湖北省,黄冈市,420000,421100,东南侧,4737400,5891,730.98,35.91,324437,25000,33,402916,19461
2008,湖北省,黄冈市,420000,421100,东南侧,6007500,6520,735.14,36.38,330000,28813,33,507290,15349.17
2009,湖北省,黄冈市,420000,421100,东南侧,7301900,10928,739.61,36.71,335624,27600,35,605900,17486.29
2010,湖北省,黄冈市,420000,421100,东南侧,8623000,13421,742.41,39.32,341253,28393,38,844018,22014.03
2011,湖北省,黄冈市,420000,421100,东南侧,10451100,16908,746.3,36.57,101869,28300,42,1088535,25673
2012,湖北省,黄冈市,420000,421100,东南侧,11928800,19220,748.2,36.3,121901,16000,48,1333900,
2013,湖北省,黄冈市,420000,421100,东南侧,13325500,17767,750.2,44.5,163212,31176,56,1692322,30263.27
2014,湖北省,黄冈市,420000,421100,东南侧,14591500,23128,741.4,65.66,170506,23578,57,1727647,30235.33
2015,湖北省,黄冈市,420000,421100,东南侧,15892400,25262,744.42,63.767,176850,22817,61,2398456,39165
2016,湖北省,黄冈市,420000,421100,东南侧,17261700,27373,747,67.533,189295,10254,72,2989362,41497
2017,湖北省,黄冈市,420000,421100,东南侧,19218500,30356,740,78.315,270299,14641,81,3531044,44922
2018,湖北省,黄冈市,420000,421100,东南侧,20352000,32124,741,78.732,284675,20641,75,3525156,47091
2019,湖北省,黄冈市,420000,421100,东南侧,23230000,36685,738,79.12,286076,20743,75,3726652,49970
2020,湖北省,黄冈市,420000,421100,东南侧,21700000,35784,,53.063,,,40,2730564,67847
2021,湖北省,黄冈市,420000,421100,东南侧,25410000,43550,725,59.894,,,31,2816901,90208
2022,湖北省,黄冈市,420000,421100,东南侧,27480000,47466,722,60.613,,,32,2431178,
2023,湖北省,黄冈市,420000,421100,东南侧,28850000,49812,,,,,,,
2024,湖北省,黄冈市,420000,421100,东南侧,32170000,55533,,,,,,,
2000,湖北省,咸宁市,420000,421200,东南侧,1330699,,277.21,20.98,,12563,21,126204,6065
2001,湖北省,咸宁市,420000,421200,东南侧,1447700,5218,277.62,19.86,,30364,19,131184,6758.58
2002,湖北省,咸宁市,420000,421200,东南侧,1565900,5638,277.84,18.22,82782,46086,18,136521,7686.99
2003,湖北省,咸宁市,420000,421200,东南侧,1736800,6246,278.32,18.6,94772,42480,18,153888,8469.35
2004,湖北省,咸宁市,420000,421200,东南侧,2050000,7384,276.98,18.19,100803,38857,18,161781,9171.26
2005,湖北省,咸宁市,420000,421200,东南侧,2038300,7362,276.72,18.07,120647,35880,18,179476,10180.15
2006,湖北省,咸宁市,420000,421200,东南侧,2341500,8385,281.76,20.08,143623,31568,19,216238,11134.81
2007,湖北省,咸宁市,420000,421200,东南侧,2867400,10099,286.08,20.15,140273,28661,20,271350,13809.16
2008,湖北省,咸宁市,420000,421200,东南侧,3591900,14299,288.21,21.35,152334,21530,21,331759,15957.62
2009,湖北省,咸宁市,420000,421200,东南侧,4051500,16101,290.63,18.49,170987,20626,28,489692,17614.82
2010,湖北省,咸宁市,420000,421200,东南侧,5203300,21129,290.96,19.58,212822,19959,28,612321,21636.78
2011,湖北省,咸宁市,420000,421200,东南侧,6520100,26448,295.3,20.86,262793,18014,31,727623,23840.86
2012,湖北省,咸宁市,420000,421200,东南侧,7609900,30791,297.9,22.2,220800,17546,32,836321,26094.26
2013,湖北省,咸宁市,420000,421200,东南侧,8721100,28974,300.5,23.6,200662,14471,33,951524,29027.58
2014,湖北省,咸宁市,420000,421200,东南侧,9642500,38770,296.5,23.478,226300,11881,34,1203346,35781.92
2015,湖北省,咸宁市,420000,421200,东南侧,10300700,41234,300.41,23.296,251000,9119,34,1259363,36853
2016,湖北省,咸宁市,420000,421200,东南侧,11079300,44027,304,22.974,389728,8275,34,1413831,41019
2017,湖北省,咸宁市,420000,421200,东南侧,12348600,48798,304,22.512,290358,10676,35,1554647,44700
2018,湖北省,咸宁市,420000,421200,东南侧,13624200,53655,305,20.556,313225,14521,34,1716690,50157
2019,湖北省,咸宁市,420000,421200,东南侧,15950000,62650,305,21.04,,14681,35,1910732,54950
2020,湖北省,咸宁市,420000,421200,东南侧,15250000,58319,,20.255,,,16,1263520,77732
2021,湖北省,咸宁市,420000,421200,东南侧,17520000,66194,304,20.559,,,21,1617861,78087
2022,湖北省,咸宁市,420000,421200,东南侧,18760000,71732,304,21.817,,,21,1665968,
2023,湖北省,咸宁市,420000,421200,东南侧,18190000,69634,,,,,,,
2024,湖北省,咸宁市,420000,421200,东南侧,19450000,74665,,,,,,,
2000,湖北省,随州市,420000,421300,东南侧,1201067,,256.74,14.99,,9518,14,80923,5663
2001,湖北省,随州市,420000,421300,东南侧,1296400,5046,257.06,13.22,,9958,13,83609,6367.78
2002,湖北省,随州市,420000,421300,东南侧,1430100,5735,257.22,12.34,66204,14600,12,88471,7341.99
2003,湖北省,随州市,420000,421300,东南侧,1568800,6280,257.44,11.87,70804,14740,12,94182,8036.01
2004,湖北省,随州市,420000,421300,东南侧,1896900,7574,257.72,12.06,76804,5180,12,101875,8835.65
2005,湖北省,随州市,420000,421300,东南侧,1930700,8701,252.68,11.19,77100,5108,11,107710,10113.6
2006,湖北省,随州市,420000,421300,东南侧,2183300,9802,251.63,11.23,84600,5387,11,121537,11099.27
2007,湖北省,随州市,420000,421300,东南侧,2576200,11183,254.23,10.35,146489,4215,10,142534,13811.43
2008,湖北省,随州市,420000,421300,东南侧,3102000,14074,256.11,10.5,192000,5403,10,173784,16872.23
2009,湖北省,随州市,420000,421300,东南侧,3419100,15531,257.77,10.73,344347,4716,10,207852,20024.28
2010,湖北省,随州市,420000,421300,东南侧,4016600,18381,257.91,10.92,440056,3674,11,256379,23499.45
2011,湖北省,随州市,420000,421300,东南侧,5179900,23914,259.4,12.13,528067,4941,12,327324,26984.67
2012,湖北省,随州市,420000,421300,东南侧,5905200,27163,256.9,13.2,531412,6330,12,378044,30610.85
2013,湖北省,随州市,420000,421300,东南侧,6619400,25657,257.6,15,543671,5716,13,441380,32791.98
2014,湖北省,随州市,420000,421300,东南侧,7234500,33156,257.1,14.416,543671,5400,14,527636,38041.53
2015,湖北省,随州市,420000,421300,东南侧,7852600,35900,250.97,13.989,543671,4459,14,571872,39056
2016,湖北省,随州市,420000,421300,东南侧,8521800,38801,252,14.84,318761,4691,13,651215,44226
2017,湖北省,随州市,420000,421300,东南侧,9357200,42414,250,14.461,625107,4612,13,716085,48909
2018,湖北省,随州市,420000,421300,东南侧,10111900,45681,251,12.808,658028,5509,13,744521,52680
2019,湖北省,随州市,420000,421300,东南侧,11620000,52380,249,13.364,818483,4619,13,870187,65873
2020,湖北省,随州市,420000,421300,东南侧,10970000,54474,,13.562,,,14,967991,71143
2021,湖北省,随州市,420000,421300,东南侧,12410000,61102,245,15.026,,,15,1012094,67357
2022,湖北省,随州市,420000,421300,东南侧,13290000,65956,243,15.241,,,15,1066109,
2023,湖北省,随州市,420000,421300,东南侧,13310000,66254,,,,,,,
2024,湖北省,随州市,420000,421300,东南侧,14420000,71981,,,,,,,
2000,湖南省,长沙市,430000,430100,东南侧,6564098,,586,68.49,,39600,66,670168,10137
2001,湖南省,长沙市,430000,430100,东南侧,7280774,12443,587.09,62.47,,47100,60,733898,12266.39
2002,湖南省,长沙市,430000,430100,东南侧,8128469,13747,595.46,65.13,351370,42601,63,901247,14341.93
2003,湖南省,长沙市,430000,430100,东南侧,9294858,14810,601.76,63.12,580620,52310,60,1019924,16987.41
2004,湖南省,长沙市,430000,430100,东南侧,11338828,18036,610.38,68.61,440608,53805,63,1190857,18944.59
2005,湖南省,长沙市,430000,430100,东南侧,15199001,23968,620.92,72.97,457000,49001,68,1455835,21501.03
2006,湖南省,长沙市,430000,430100,东南侧,17989572,27982,631,77.1,465667,47673,73,1795041,24616.58
